id,tool,token,lemma,assigned_pos,context,absolute_freq,pos_correct,correct_pos,lemma_correct,correct_lemma
251,UDPipe,doutnající,doutnající,ADJ,"Náhlý postup povstalců a Asadův neúspěch ukazují, jak rychle se nepokoje v doutnající Sýrii mohou rozhořet v plnohodnotný ozbrojený konflikt.",61,yes,,yes,
252,UDPipe,čokolád,čokoláda,NOUN,"Nejenom, že na stole bylo špinavé nádobí, prázdné plechovky od limonády, obaly od čokolád, otevřená láhev od okurek a nedojedená svačina, ale i třeba taštička od Victoria's Secret, v níž byly podle herečky „troje bavlněný bombarďáky“.",42,yes,,yes,
253,UDPipe,jenž,jenž,PRON,"Sedmý nasazený Borges, jenž je v žebříčku na 51. místě, sice v prvním setu dvakrát přišel o podání, ale Nadalův servis prolomil hned třikrát.",15414,yes,,yes,
254,Stanza,planetě,planeta,NOUN,"Ačkoli je 'ukrainium' nejsilnějším prvek na planetě, jak občas píšete v komentářích, i ten se každodenními zkouškami opotřebovává,"" dodává Geraščenko.",877,yes,,yes,
255,UDPipe,nezletilou,zletilý,ADJ,"Tenhle snímek vystřelil do povědomí široké veřejnosti herce Roberta De Nira, který si zde zahrál traumatizovaného exvojáka, který se coby taxikář snaží mimo jiné zachránit nezletilou prostitutku Iris od jejího osudu.",151,yes,,yes,
256,UDPipe,nebo,nebo,CCONJ,"Pokud se však bude daná akce pořádat v provozovnách stravovacích služeb, tedy restauracích nebo hospodách, platí zde zároveň zákaz přítomnosti veřejnosti mezi půlnocí a šestou hodinou ranní.",151344,yes,,yes,
257,UDPipe,patronem,patron,NOUN,"V sále Rudolfina zasedl i Simon Rattle, jenž se spolu se svou manželkou Magdalenou Koženou stal patronem „Roku české hudby“",151,yes,,yes,
258,Stanza,hrát,hrát,VERB,"Během dne tu budou hrát i dvě country kapely,“ pozvala majitelka návštěvníky.",12193,yes,,yes,
259,Stanza,přeplněného,přeplněný,ADJ,"Z přeplněného tábora Moria, kde pobývá na 20.000 běženců, se tak vydalo přes 2000 lidí pěšky asi 10 kilometrů do města Mytilini, kde zaplnili přístaviště a okolní ulice.",32,yes,,yes,
260,UDPipe,baleného,balený,ADJ,Velkou pozornost je třeba věnovat výběru baleného masa přímo v obchodě.,21,yes,,yes,
261,UDPipe,ušili,ušít,VERB,"Nenápadná akce Matthewa Tkachuka ze závěru čtvrtého nastavení přinesla rozluštění náročného hlavolamu, který na sebe ušili hráči Floridy a Caroliny.",31,yes,,yes,
262,Stanza,v,v,ADP,"Je to krutost, která nemá ospravedlnění,“ uvedl gubernátor v předchozím vyjádření.",1545010,yes,,yes,
263,UDPipe,běloruské,běloruský,ADJ,"To je orgán, kde zasedají nejrůznější delegáti včetně představitelů běloruské vlády.",642,yes,,yes,
264,Stanza,Lítosti,lítost,NOUN,Její další pokus o řeholní život je spojen se Sestrami Lítosti v Marsilii.,2,yes,,yes,
265,UDPipe,pokročilé,pokročilý,ADJ,Součástí architektury sofistikovanějších webových serverů mohou být různé zásuvné moduly a pokročilé metody řízení požadavků.,461,yes,,yes,
266,Stanza,sklepě,sklep,NOUN,"V jeho sklepě se nacházely koňské stáje, nad kterými byla jízdárna a ve druhém patře se nachází tři velké sály přístupné z arkádové chodby.",542,yes,,yes,
267,Stanza,CSc,CSc,NOUN,"Romana Ryšavá, CSc., členka výboru České nefrologické společnosti.",91,yes,,yes,
268,Stanza,pohlídat,pohlídat,VERB,"Už v neděli šéfa resortu obrany ostře zkritizoval premiér Andrej Babiš (ANO) ve svém pravidelném reportu na Facebooku, kde napsal, že Metnar se obklopuje „pitomci“ a nedokáže je pohlídat, aby nedělali chyby.",168,yes,,yes,
269,Stanza,Raceway,Raceway,X,"V sérii Busch odstartoval 19 závodů a vyhrál 4 závody na tratích Daytona International Speedway, Richmond International Raceway, Kansas Speedway a Phoenix International Raceway.",9,yes,,yes,
270,Stanza,postoupily,postoupit,VERB,"Za poslední den postoupily ukrajinské síly na jižním a severním køídle kolem Bachmutu o 600 až 1 000 metrù,“ øekl mluvèí východního uskupení ukrajinských vojsk Serhij Èerevatyj.",411,yes,,yes,
271,Stanza,hlavní,hlavní,ADJ,"Jejich hlavní filozofie zní ""Měnit životy učením"".",22350,yes,,yes,
272,UDPipe,Morrissey,Morrissey,PROPN,Morrissey J. str.134 Vztah skončil velmi dramaticky.,25,yes,,yes,
273,UDPipe,lékovou,lékový,ADJ,"Premiér Andrej Babiš (ANO) v pondělí oznámil, že žádá, aby Evropská komise schválila použití šesti dávek z jedné ampule vakcíny Pfizer, nikoliv jen pěti, jak je to schváleno Evropskou lékovou agenturou (EMA).",27,yes,,yes,
274,Stanza,něj,on,PRON,Snadno se do něj se všemi svými talenty dokáže dostat.,61228,yes,,yes,
275,UDPipe,Richmanův,Richmanův,ADJ,"Oheň je rovněž vyobrazen na obalu alba, přičemž nachází se zde i Richmanův obličej.",1,yes,,yes,
276,UDPipe,spolu,spolu,ADV,"Začínal spolu se svým kamarádem Benem Affleckem s herectvím již v raném věku, kdy se věnovali hraní v TV reklamách.",19133,yes,,yes,
277,Stanza,Přesto,přesto,ADV,Přesto ho poslal do vedení Elanga a po obratu dokázal znovu vyrovnat v 74. minutě Wood.,6708,yes,,yes,
278,UDPipe,odlétlo,odlétnout,VERB,"Začátkem devadesátých let byl ale postupně rušen, posledních 10 ks MiG-21 odlétlo z Tuřan v únoru 1991.",5,yes,,yes,
279,UDPipe,Jahnem,Jahn,PROPN,"Dnes ráno jsem se telefonicky spojil s Martinem Jahnem z vedení Škoda Auto, který mi potvrdil, že rozhodnutí o gigafactory v USA nemá vliv na obdobný projekt v Evropě,"" uvedl na ministr průmyslu Jozef Síkela (za STAN).",3,yes,,yes,
280,Stanza,Tsitsipas,Tsitsipas,PROPN,Stefanos Tsitsipas si ve čtyřiadvaceti letech zahraje už čtvrté semifinále Australian Open.,123,yes,,yes,
281,Stanza,Hlavák,Hlavák,PROPN,"Chtěla bych zdůraznit, že uprchlíci, kteří mají dvojí občanství, jsou z drtivé většiny Ukrajinci, kteří celý život žili na Ukrajině,"" říká Veronika Dvorská z Iniciativy Hlavák.",45,yes,,yes,
282,UDPipe,odoperovali,odoperovat,VERB,"Nakonec mě odborník přes ruce poslal ke známému do Belgie, a tam už věděli, co je za problém, a odoperovali mě.",11,yes,,yes,
283,UDPipe,Troškova,Troškův,ADJ,"Její herecká kariéra ale skončila rolí zdravotní sestry Lucie ve filmu Jaroslava Soukupa v roce 1991, v němž měla premiéru i poslední Troškova komedie z Hoštic Slunce, seno, erotika.",5,yes,,yes,
284,Stanza,Šifrovací,šifrovací,ADJ,"Šifrovací klíč je použitelný přibližně 23,5 hodin.",10,yes,,yes,
285,UDPipe,na,na,ADP,Velvyslanec Zajíček aktuálně působí v Bruselu na pozici stálého zástupce České republiky ve Výboru stálých zástupců (COREPER I).,1412076,yes,,yes,
286,UDPipe,lokací,lokace,NOUN,"V herním světe je navíc několik desítek mini-lokací, tedy uzavřených arén (dolů nebo jeskyní) s bossem a odměnou v podobně zbraně nebo speciálního vybavení na konci.",107,yes,,yes,
287,Stanza,konzulárním,konzulární,ADJ,"Občané, kteří jsou v zahraničí zapsáni do zvláštního seznamu voličů, musejí o požádat na příslušném zastupitelském či konzulárním úřadu v zahraničí.",9,yes,,yes,
288,UDPipe,třetihorního,třetihorní,ADJ,"Při procházce podél levád se zas můžete podívat do třetihorního pralesa Laurisilva, který chrání UNESCO a připadáte si v něm trochu jako v kulisách pro film Jurský park.",7,yes,,yes,
289,UDPipe,využívána,využívaný,ADJ,"Předpokládá se, že D-forma alaninu je používána proto, že nemůže být využívána enzymy a její nadbytek neovlivňuje metabolismus.",588,yes,,yes,
290,UDPipe,MAP,MAP,NOUN,"MAP-1 je oproti tomu aktivován jakýmkoliv typem tepla, jako například dotykem ruky povrchu nebo dokonce kapkami potu.",41,no,X,yes,
291,Stanza,Prudkého,prudký,ADJ,Prudkého nárůstu cen se podle nich však motoristé bát nemusí.,6,yes,,yes,
292,Stanza,který,který,DET,"Jenže problém je v tom, že tento závazek se váže pouze k ní, a už ne k novému nabyvateli nemovitosti, který ji koupil v aukci.",186542,yes,,yes,
293,UDPipe,Věřila,věřit,VERB,"Věřila jsem tomu a teď nevím, co s tím.",65,yes,,yes,
294,UDPipe,Gunde,Gunde,PROPN,"Gunde Svan jako jednička si vybíral první, přijel do fabriky, dali mu třicet párů na jeho váhu a on si jich nechal třeba patnáct na závody, testoval a vybíral si lyže na různé druhy sněhu.",3,yes,,yes,
295,UDPipe,podněty,podnět,NOUN,"Ačkoliv se vyvíjí v kontaktu s prostředím, z něhož čerpá podněty, ovlivňují ho lidé v blízkém okolí, přesto pouze ono samo určuje, které podněty, jakým způsobem a kdy ovlivní jeho jednání.",460,yes,,yes,
296,Stanza,tyčku,tyčka,NOUN,Z pěti ran na Swaymanovu branku jedna trefila tyčku.,345,yes,,yes,
297,UDPipe,Viní,vinit,VERB,"Viní Orbána z toho, že za fasádou konzervativního a křesťanského politika skrývá touhu po udržení moci a protežování svých přátel v byznysu.",35,yes,,yes,
298,UDPipe,U,U,NOUN,"U.0 o výkonu 80 hp, který byl kopií francouzského rotačního motoru Gnôme Lambda 80 hp.",19727,no,X,yes,
299,Stanza,objektového,objektový,ADJ,"Skrze ně upozorňuje autor na logické nesrovnalosti a projevy západního, převážně objektového myšlení.",8,yes,,yes,
300,UDPipe,Krasíkov,Krasíkov,PROPN,"Borské panství vlastnil do roku 1650 rod Švamberků, ti měli původní sídlo na Schwanbergu u Bezdružic, my ho známe jako ruinu Krasíkov.",8,yes,,yes,
301,UDPipe,Paseky,Paseky,PROPN,"Paseky leží v katastrálním území Paseky u Horní Stropnice o rozloze 2,02 km².",18,yes,,yes,
302,Stanza,bódhisattvy,bódhisattva,NOUN,"Navštívil velké kláštery tradice Riwo Gendenpa jako například Seršul, Labtridu, Čuhor a další, kde také mimo jiné rozsáhle vyučoval na téma Cesta bódhisattvy.",14,yes,,yes,
303,Stanza,Cancer,Cancer,X,"Studii publikoval i prestižní odborný časopis Blood Cancer Journal z Nature Publishing Group, informovala ve čtvrtek 1. lékařská fakulta.",50,yes,,yes,
304,UDPipe,soupeří,soupeřit,VERB,Vládní BJP soupeří s opoziční aliancí více než dvou desítek stran vedenou Indickým národním kongresem (INK).,202,yes,,yes,
305,Stanza,Proud,proud,NOUN,"Proud pomáhá dráhám v těle, které jsou poškozeny, aby lépe fungovaly,“ popisuje Peter Olšák.",141,yes,,yes,
306,Stanza,islamizací,islamizace,NOUN,Ve 14. století bylo nestoriánství téměř vymýceno Tímúrovým pronásledováním a islamizací středoasijských národů.,10,yes,,yes,
307,Stanza,posledních,poslední,ADJ,"Vnímáme, že přicházejí nejen odbory, ale i někteří zástupci zaměstnavatelů - a říkají, že vnímají, že je nutné s ohledem na vývoj posledních kvartálů zvážit i krok zvýšení tarifních tříd.",25044,yes,,yes,
308,Stanza,visí,viset,VERB,"Očekává se hlavně premiéra řady iPhone 12, ale nad tou visí otazníky.",822,yes,,yes,
309,Stanza,jihovýchodě,jihovýchod,NOUN,Kraj se nachází na jihovýchodě Estonska.,809,yes,,yes,
310,Stanza,hotelovém,hotelový,ADJ,"I když ani to není tak úplně pravda, není samozřejmě možné jeden den přespat na východě ostrova a druhý den na západě, je ale možné si díky pronájmu automobilu projet okolí a zavítat i na jinou pláž než jen tu v hotelovém resortu.",214,yes,,yes,
311,Stanza,3,3,NUM,"Také při vyjednávání používáme taktiku mlčení: 2 až 3 vteřiny dávají čas informaci zpracovat, 4 až 7 vteřin zvyšuje zájem, 7 až 12 vteřin zvyšuje napětí.",47375,yes,,yes,
312,Stanza,systémovém,systémový,ADJ,"Když jsme ale dvě uvozovky a dvě dvojtečky zadali do vyhledávacího pole v systémovém Nastavení, aplikace bez jakéhokoli varování spadla.",50,yes,,yes,
313,UDPipe,nosit,nosit,VERB,"Jak ji nosit a kombinovat, aby působila elegantně?",2466,yes,,yes,
314,Stanza,maluje,malovat,VERB,"Baví mě to, stejně tak, jako když někdo třeba maluje obrazy,"" popisuje paní Helena z Prahy.",183,yes,,yes,
315,UDPipe,Kouř,kouř,NOUN,"Kouř při požáru, jak je teplý, tak má tendenci plnit místnost od stropu,“ uzavírá.",88,yes,,yes,
316,Stanza,konzumace,konzumace,NOUN,Řadíme se tak podle ní tentokrát na nejnižší příčku v žebříčku konzumace zeleniny a ovoce v Evropě.,489,yes,,yes,
317,UDPipe,nesjízdný,sjízdný,ADJ,"Poslední úsek nad Küblis je sice momentálně nesjízdný, nicméně se dá v pohodě sjet do Klostersu, což je s délkou cca 10 kilometrů také úctyhodný sjezd.",3,yes,,yes,
318,UDPipe,železnici,železnice,NOUN,"Nové vlaky představují pokrok na železnici, jsou rychlé, digitální, bezbariérové.",825,yes,,yes,
319,Stanza,zakladetelů,zakladelel,NOUN,"Zároveň je jedním ze zakladetelů spanilých jízd na vespě, které pořádá pražský fanouškovský klub tohoto skútru.",1,yes,,yes,
320,Stanza,Voleb,volba,NOUN,"Voleb by se chtělo zúčastnit 70 procent dotázaných, proti předchozímu listopadovému průzkumu Medianu ale vzrostla váhavá ochota jít k volbám, tedy podíl lidí s odpovědí „spíše ano“.",84,yes,,yes,
321,Stanza,Quadrio,Quadrio,PROPN,Stojí také za výstavbou obchodního domu Quadrio na Národní třídě nebo za současnými plány na přestavbu hlavního nádraží.,20,yes,,yes,
322,UDPipe,ČTÚ,ČTÚ,NOUN,Stát má prostřednictvím ČTÚ dražit frekvence v pásmech 700 a 3500 MHz.,285,yes,,yes,
323,Stanza,mentální,mentální,ADJ,"V kádru zůstává u Kohút, který udělal mentální pokrok.",606,yes,,yes,
324,Stanza,ukryt,ukrytý,ADJ,Paul byl ukryt mimo auto a dívka jej nemohla vidět.,59,yes,,yes,
325,UDPipe,občanem,občan,NOUN,Haldane je občanem Spojených států amerických.,299,yes,,yes,
326,UDPipe,transportovala,transportovat,VERB,"Po nezbytném vyšetření a ošetření na místě zásahu jej pozemní posádka transportovala do frýdecko-místecké nemocnice, kde byl předán na oddělení centrálního příjmu.",37,yes,,yes,
327,Stanza,brigády,brigáda,NOUN,"Pak bude ultimátum nastoleno znovu s tím, že vítězné ruské divize a brigády s pokořenou Ukrajinou za zády mohou vtrhnout do Polska nebo Pobaltí.",870,yes,,yes,
328,UDPipe,předzásobit,předzásobit,VERB,Letošní březen a duben se podle nich nesl v duchu panických nákupů a snaze předzásobit se.,26,yes,,yes,
329,UDPipe,jak,jak,ADV,"Bývalý šampion, dnes trenér je zároveň generálním ředitelem České unie boxerů profesionálů, a tak si ve svém příspěvku posteskl nad tím, jak kvalitní souboje šlo za takové peníze sestavit.",105437,yes,,yes,
330,UDPipe,porodnost,porodnost,NOUN,"U tohoto typu dochází ke snižování úmrtnosti v obou fázích, nicméně porodnost v první fázi dokonce stoupá.",110,yes,,yes,
331,Stanza,se,se,PRON,"A jelo se mi dobře, bylo to zvláštní.",1582494,yes,,yes,
332,Stanza,neobvyklé,obvyklý,ADJ,"Jak prozradil její manažer Miro Šimonič, pro Adrianu není neobvyklé být neustále v pohybu - svůj pracovní diář má totiž pořád zaplněný.",700,yes,,yes,
333,UDPipe,vyobrazováni,vyobrazovaný,ADJ,Policejní i vojenští psi bývají často vyobrazováni v populární kultuře.,3,yes,,yes,
334,Stanza,stříkačka,stříkačka,NOUN,"Sbor na počátku vlastnil parní stříkačku, kterou nahradila čtyřkolová stříkačka kočárového typu.",22,yes,,yes,
335,UDPipe,lahvového,lahvový,ADJ,"Těm kromě českých piv, tedy točené plzně a lahvového budvaru, nabízí i tradiční české pokrmy: svíčkovou, česnečku, smažený sýr nebo nakládaný hermelín.",10,yes,,yes,
336,UDPipe,dodržují,dodržovat,VERB,"Mohlo to souviset s tím, že tam nebyl úplně uzavřený kolektiv, navíc u malých dětí se obtížněji dodržují preventivní protiepidemická opatření.",354,yes,,yes,
337,Stanza,orgánu,orgán,NOUN,"Pokud ale majiteli auta přijde více pokut od jednoho správního orgánu, může je všechny sloučit do jednoho řízení.",781,yes,,yes,
338,Stanza,zaměstnance,zaměstnanec,NOUN,Po třech měsícich Mixit najal prvního zaměstnance a stěhoval se do větších prostor.,3214,yes,,yes,
339,UDPipe,David,David,PROPN,"Profesionální scénu budou reprezentovat kromě Pudilové také Martin Šíma, Vít Mrákota, David Hošek, nebezpečný Kubánec Gabriel Castillo Vargas nebo nedávný účastník věhlasné KSW Frederico Komuenha.",8000,yes,,yes,
340,Stanza,2006,2006,NUM,Po osmi letech se Informační centrum LF v roce 2006 stalo opět součástí KUP pod názvem IS LF.,4984,yes,,yes,
341,Stanza,L,L,NOUN,Pilot Brabenec odstartoval s L-BARC (sériové číslo 18) do Bratislavy a opačným směrem do Prahy letěl pilot Cinibulk s L-BARI.,2432,no,X,yes,
342,Stanza,dvanáctipodlažním,dvanáctipodlažní,ADJ,Ve dvanáctipodlažním paneláku vybuchl loni 6. prosince plyn a následně vypukl požár.,4,yes,,yes,
343,UDPipe,odváží,odvážet,VERB,"Dokonce sám vnuk zakladatele byl nucen sledovat, jak národní podnik Odkolek odváží do šrotu drahé švýcarské stroje.",172,yes,,yes,
344,UDPipe,na,na,ADP,"Stát by tedy měl přijít s jasnou podporou cestovního ruchu na další období, řekl Stárek.",1412076,yes,,yes,
345,UDPipe,Jarda,Jarda,X,"Hokejista obdržel předělaný song amerického bandu Survivor, v němž se nyní namísto refrénu: „Eye Of The Tiger,“ zpívá: „Jarda Jáááágr!“",214,no,PROPN,yes,
346,UDPipe,leuconedys,leuconedys,X,Bunopithecus a jindy je zase z něj vydělován nový druh Hoolock leuconedys.,1,yes,,yes,
347,UDPipe,a,a,CCONJ,"Nejvyšší vzestupy s četným překročením třetího stupně povodňové aktivity předpokládáme až během soboty a neděle,“ uvedl Český hydromeorologický ústav (ČHMÚ).",1805210,yes,,yes,
348,Stanza,louky,louka,NOUN,"Cestou můžu vnímat krásnou přírodu, louky, ale už také větší skály, které obraz zdejšího kraje skvěle doplňují.",493,yes,,yes,
349,UDPipe,Krzysztof,Krzysztof,PROPN,"Ve třech utkáních mu na křídle dělal společnost Polák Krzysztof Macias, v tom posledním Rastislav Dej.",43,yes,,yes,
350,UDPipe,sestávající,sestávající,ADJ,"Stále očekávajíce pokusy o svržení ze strany ministrů i poddaných, císař ustanovil Ťin-i wej – tajnou policii, sestávající z vojáků jeho osobní stráže.",173,yes,,yes,
351,Stanza,Teplice,Teplice,PROPN,"Teplice - Baník: Jeřábek poslal Kuzmanoviče k zemi před vápnem, sudí ale nařizuje penaltu pro Baník!",864,yes,,yes,
352,UDPipe,provedeno,provedený,ADJ,"V roce 1677 bylo v obci provedeno přeměření lánů, tzv. lánská vizitace.",520,yes,,yes,
353,UDPipe,sportovním,sportovní,ADJ,Se sportovním lezením začal ve 12 letech v horolezeckém centru Pacific Edge.,898,yes,,yes,
354,Stanza,Ferdovy,Ferdův,ADJ,"Jedním z mnoha výborných vtipů je umístění Ferdovy dílny do krabičky od sirek, která rozměrům celého dění i jeho aktérům poskytuje potřebné měřítko.",1,yes,,yes,
355,Stanza,útulcích,útulek,NOUN,Bìhem diskuse o zvíøecích útulcích navrhl komunistický poslanec Viktor Makarov nasadit cvièené toulavé psy do války na nedaleké Ukrajinì.,32,yes,,yes,
356,Stanza,Rohanové,Rohanová,PROPN,Na transparentním volebním účtu Rohanové exekutor v říjnu zablokoval milion korun.,52,yes,,yes,
357,UDPipe,pracujeme,pracovat,VERB,"Během letošního roku bychom rádi představili další novinku, na které teď intenzivně pracujeme.",655,yes,,yes,
358,Stanza,nejpřirozenější,přirozený,ADJ,"Já jsem přinesla slova – protože holky jsou zvyklé hodně zpívat beze slov nebo improvizovat – a pro mne nejpřirozenější, jednoduché, ale silné melodie refrénů.",47,yes,,yes,
359,UDPipe,půlminutový,půlminutový,ADJ,"Po pondělní třetí etapě si lídr týmu Soudal-Quick Step drží víc než půlminutový náskok na Joaa Almeidu (UAE Team Emirates), Roglič ztrácí už skoro tři čtvrtě minuty.",16,yes,,yes,
360,UDPipe,lesku,lesk,NOUN,"Večerní outfity zaslouží punc lesku, jenž zamítá civilní vyznění a střízlivost denního stylingu.",87,yes,,yes,
361,UDPipe,ignorovat,ignorovat,VERB,Obrovská nepřesnost při výpočtu pravděpodobnosti souvisí právě s tendencí ignorovat míru výskytu.,370,yes,,yes,
362,Stanza,pozře,pozřít,VERB,"Ta by měla obsahovat ideálně dezinfekci, obvazový materiál, gázu, škrtící obinadlo, rukavice, klasické nůžky, nůžky na drápky, 3% peroxid pro případ nutnosti zvracení, kdy pes pozře něco jedovatého, ochrannou botičku a pinzetu na klíšťata.",25,yes,,yes,
363,Stanza,souhlasu,souhlas,NOUN,"Opoziční představitel poznamenal, že ruská ústava zakazuje vyhoštění občanů Rusů bez jejich souhlasu.",883,yes,,yes,
364,Stanza,geology,geolog,NOUN,"Zahi Hawass, tehdejší generální tajemník egyptské nejvyšší rady pro památky (SCA), označil výsledky za „americké přeludy“ a geology obvinil, že zneužívají Egypta pro osobní prospěch.",16,yes,,yes,
365,UDPipe,puberťák,puberťák,NOUN,"Třináctiletý puberťák vstává dobrovolně v sobotu v šest, aby jel vlakem do Jindřichova Hradce, odtud šel pěšky do Tábora a večer měl zničené nohy.",39,yes,,yes,
366,UDPipe,tropickým,tropický,ADJ,"Jev obvykle velmi oslabí nad chladnějšími oceánskými vodami východního Pacifiku, ale znovu se objevuje nad tropickým Atlantikem a Indickými oceány.",51,yes,,yes,
367,Stanza,pokojové,pokojový,ADJ,"Hodně chovatelů uvádí, že tyto štíry chová při běžné pokojové teplotě a štíry se jim daří i odchovávat.",148,yes,,yes,
368,UDPipe,obrubníky,obrubník,NOUN,"Dělníci opraví nejen silnici a chodníky, vymění také obrubníky, vytvoří parkovací pruhy a autobusové zastávky.",31,yes,,yes,
369,Stanza,výdejních,výdejní,ADJ,"V České republice má Zásilkovna aktuálně téměř tři tisíce výdejních míst (cíl pro 2020 je čtyři tisíce), celá skupina Packeta jich má téměř 4 300 (cíl je pět tisíc).",157,yes,,yes,
370,UDPipe,kiosků,kiosek,NOUN,"Samotná praktika má název „juice jacking“, a je známá již od roku 2011, kdy byla prezentována u veřejně dostupných kiosků.",13,yes,,yes,
371,UDPipe,týmu,tým,NOUN,"Takové jsou přednosti Sterlinga, který v týmu úřadujícího anglického šampiona dosud odehrál v nejvyšší soutěži 339 zápasů a nasázel 131 gólů.",17932,yes,,yes,
372,Stanza,Věříme,věřit,VERB,"Věříme, že se budou vracet do normálu, ale nevíme, jestli úplně,"" doufá přednosta kliniky.",582,yes,,yes,
373,UDPipe,Miloslavem,Miloslav,PROPN,Společně s koučem Miloslavem Hořavou dotáhli Litvínov k historickému titulu.,48,yes,,yes,
374,Stanza,zpěvníku,zpěvník,NOUN,Ani posluchači každý den neslyší představení mísící akordy smyčcového kvarteta v poměrech s experimentálními jazzovými plochami a kytarovými písněmi jako z trampského zpěvníku.,19,yes,,yes,
375,Stanza,byl,být,AUX,"Když se o šest let později k vládě dostanou socialisté, ihned ruší první bod svého programu, jenž byl zrušení monarchie.",182603,yes,,yes,
376,UDPipe,odbývá,odbývat,VERB,"Othello jí kysele žádá, aby s touto prosbou přišla jindy, ale když žena nepřestane naléhat, odbývá ji tím, že jej bolí hlava.",22,yes,,yes,
377,Stanza,dozorová,dozorový,ADJ,Ten se postupně v tichosti stáhl ze všech výkonných funkcí a jeho role zůstává dozorová.,13,yes,,yes,
378,Stanza,PDR,PDR,NOUN,"Karcinomy děložního čípku mohou být léčeny pomocí LDR, HDR a PDR brachyterapie.",3,no,X,yes,
379,UDPipe,provázet,provázet,VERB,"Varují nejen před silným větrem, ale bouři by měly provázet i lijáky, které na mnoha místech země způsobí záplavy.",248,yes,,yes,
380,Stanza,zabezpečovat,zabezpečovat,VERB,Od 1. února budou jednotky zabezpečovat obsluhu a provoz stanovišť pro dekontaminaci osob a techniky.,27,yes,,yes,
381,Stanza,Tomešovi,Tomeš,PROPN,"Jako první se budou snažit vyhrát peníze pro nadace manželé Roman (36) a Míša (33) Tomešovi a proti nim „Tradičně očekávám, že se ztrapním!",10,yes,,yes,
382,Stanza,vyřizovaných,vyřizovaný,ADJ,"Jedním ze známých sporů vyřizovaných při rozhodčím soudu je střet mezi Českými drahami a Škodou Transportation o 1,2 miliardy korun coby doplatek za dodávku lokomotiv.",3,yes,,yes,
383,UDPipe,Barrymoreová,Barrymoreová,PROPN,Drew Barrymoreová (47) se po odchodu do hereckého důchodu změnila v podivínku.,12,yes,,yes,
384,Stanza,usadil,usadit,VERB,Searchers dostali nabídku na vystoupení v pořadu britské televize Thank You Lucky Stars a singl se brzy usadil na prvním místě žebříčku.,517,yes,,yes,
385,Stanza,ajatolláhové,ajatolláhový,ADJ,"Když ale šáh uprchl v roce 1979 ze země a tu ovládli ajatolláhové, z plánů bohužel sešlo,"" popisuje Adil.",5,no,NOUN,no,ajatolláh
386,Stanza,pilíři,pilíř,NOUN,"Na penzi se státním příspěvkem v takzvaném třetím pilíři penzijního systému si na konci loňského roku spořilo 4,456 milionu lidí.",240,yes,,yes,
387,UDPipe,jinde,jinde,ADV,"Nezbylo než vzít batohy, nasoukat se do pláštěnek a hledat radu jinde.",4217,yes,,yes,
388,Stanza,.,.,PUNCT,Moderování v Českém rozhlase Veselý podle mluvčího ČRo Jiřího Hošny nebude muset ukončit.,5115125,yes,,yes,
389,UDPipe,Dyslektička,dyslektička,NOUN,Victoria Beckham: Dyslektička s tahem na branku slaví 45.,1,yes,,yes,
390,Stanza,:,:,PUNCT,"Poklepal mu na rameno, a když se zaskočený Argentinec otočil, vypálil: „Dneska nevyhrajete.“",189696,yes,,yes,
391,UDPipe,karabiny,karabina,NOUN,"V podstatě se jednalo o polovinu původního samopalu, která u tohoto typu získala rozměry obvyklé karabiny.",13,yes,,yes,
392,UDPipe,rekonstruovat,rekonstruovat,VERB,"Ty v sobě mohou linky příběhu obsahovat, ale čtenář si je musí sám rekonstruovat.",233,yes,,yes,
393,Stanza,Zabydlí,zabydlit,VERB,Zabydlí se u nich také tuleni!,2,yes,,yes,
394,Stanza,.,.,PUNCT,"Pozitivem ale určitě zůstává, že se kladenský střelec snaží dostávat ke svým střelám v prostoru slotu.",5115125,yes,,yes,
395,UDPipe,servisu,servis,NOUN,"Provoz na LPG je levný, máme výhodné leasingové podmínky a řadu dalších partnerů s výhodnými cenami servisu.",1249,yes,,yes,
396,Stanza,lancasterského,lancasterský,ADJ,"Krátce vykonával také post lorda kancléře vévodství lancasterského (1597–1599), zastával i řadu dalších nižších funkcí, byl smírčím soudcem v několika hrabstvích.",7,yes,,yes,
397,UDPipe,francouzštině,francouzština,NOUN,"Knihovna zahrne také počítače s audioverzemi Kunderových děl v češtině, francouzštině, angličtině a němčině.",188,yes,,yes,
398,UDPipe,tyranizován,tyranizovaný,ADJ,"Thomas Cale je 14letý mladík, který je stejně jako tisíce ostatních tyranizován vykupiteli a připravován pro konflikt s antagonisty.",1,yes,,yes,
399,Stanza,už,už,ADV,"Budu makat na změně zákonů, abych pomohla zajistit, že nikdo další už nebude muset zažít takovou bolest srdce.",169441,yes,,yes,
400,Stanza,Senátoři,senátor,NOUN,"Senátoři ji však označili za diskriminační, neplní podle nich svůj účel.",215,yes,,yes,
401,UDPipe,Seligerové,Seligerová,PROPN,"Spolu se sestrou a švagrem bydlela nejprve v domku pro jezného, poté bydlela u své další sestry Anežky Seligerové (a jejího manžela Antonína Seligera) a nakonec pak v pronájmu u Horymíra Boznera, jehož domek se nacházel v sousedství Seligerových.",1,yes,,yes,
402,Stanza,protihráčku,protihráček,NOUN,"Marie Bouzková se z defenzivy dostala do ofenzivy a výsledek se dostavil, protihráčku přiměla k bekhendové chybě.",79,yes,,no,protihráčka
