id,tool,token,lemma,assigned_pos,context,absolute_freq,pos_correct,correct_pos,lemma_correct,correct_lemma
201,Stanza,Kunz,Kunz,X,"Παράλληλα, από την Παρασκευή 26 Απριλίου στις 22:00 (και κάθε Παρασκευή την ίδια ώρα) θα μεταδίδεται η δραματική σειρά θρίλερ» με τους Jesse L. Martin, Maahra Hill, Molly Kunz.",1,yes,,yes,
202,UDPipe,Ζογγολόπουλου,Ζογγολόπουλος,PROPN,Ένα τετράγωνο μακριά από το σπίτι του Ζογγολόπουλου υπάρχει η Υπαίθρια Γλυπτοθήκη Ψυχικού που είναι αφιερωμένη στο έργο του και είναι μοναδική στο είδος της σε όλη την Ελλάδα.,36,yes,,yes,
203,Stanza,με,με,ADP,Διάκος» με το παιχνίδι να λήγει ισόπαλο 1-1.,1444924,yes,,yes,
204,Stanza,συναντώντας,συνάντω,VERB,"Το 2ο τάγμα στην δεξιά πλευρά της γραμμής, επιτέθηκε στην περιοχή της πόλης Σιέβερνι, συναντώντας έντονη αντίσταση καταφέρνοντας να προωθηθεί μόνο μέχρι μέχρι την αυλή του σιδηροδρομικού σταθμού μέχρι το τέλος της ημέρας.",71,yes,,yes,
205,Stanza,Αρχιμ,Αρχιμ,PROPN,"Επίκεντρο του εορτασμού στην Τοπική Εκκλησία θα είναι ο Ιερός Ναός Αγίων Κωνσταντίνου και Ελένης Βόλου, όπου την παραμονή της γιορτής θα τελεστεί ο Μέγας Πανηγυρικός Εσπερινός, προεξάρχοντος του Αρχιμ.",145,yes,,yes,
206,Stanza,χτυπήθηκε,χτυπώ,VERB,Aξιωματικός της αστυνομίας χτυπήθηκε από κάτοικο ορεινού χωριού στο Ηράκλειο.,954,yes,,yes,
207,UDPipe,ανίσχυρο,ανίσχυρος,ADJ,"Αν όντως διαπιστωθεί ότι το “οπλοστάσιο” των μονοκλωνικών αντισωμάτων είναι σχετικά ανίσχυρο έναντι της Όμικρον, οι γιατροί θα χάσουν ένα εργαλείο-κλειδί για την αποτροπή της σοβαρής νόσησης.",25,yes,,yes,
208,UDPipe,Χρυσαυγίτη,Χρυσαυγίτης,PROPN,"Το ότι ορισμένοι αστυνομικοί λειτουργούν ως κομματικά φερέφωνα της ΝΔ στον συνδικαλιστικό χώρο είναι τόσο γνωστό όσο και η αυτογελοιοποίηση τους, με κορυφαία στιγμή την διαφυγή του Ναζιστή Χρυσαυγίτη, Χ.",6,no,NOUN,yes,
209,Stanza,πειθαρχία,πειθαρχία,NOUN,"Σε ό,τι αφορά τις αντοχές των πολιτών στη δημοσιονομική πειθαρχία, είπε ότι «συνδυάζουμε επιτυχώς τη δημοσιονομική σωφροσύνη με την πολιτική της κοινωνικής συνοχής και την ενίσχυση των ασθενέστερων».",632,yes,,yes,
210,UDPipe,τόνισαν,αόνίζω,VERB,"Οι συμμετέχοντες εξέφρασαν την ανησυχία τους για τη χαμηλή εμβολιαστική κάλυψη του πληθυσμού και τόνισαν την ανάγκη εμβολιασμού, από το θεράποντα γιατρό, για τον SARS-Cov-2, τον ιό της γρίπης και τον πνευμονιόκκοκο.",692,yes,,no,τονίζω
211,UDPipe,περισπασμοί,περισπασμός,NOUN,"Όταν τα παιδιά παραπέμπονται σε αυτό το θεραπευτικό σχήμα αξιολογούνται για μία περίοδο που καθορίζεται από το θεραπευτή σε ένα χώρο που είναι ειδικά σχεδιασμένος, ώστε να μην υπάρχουν περισπασμοί.",14,yes,,yes,
212,UDPipe,έμαθαν,μαθανίνω,VERB,"000 γυναίκες, μέσα από αυτό το πρόγραμμα -το οποίο τρέχει, δεν έχει ολοκληρωθεί- οι οποίες έμαθαν ότι έχουν καρκίνο του μαστού -δεν το γνώριζαν- χάρη σε αυτό το πρόγραμμα.",747,yes,,no,μαθαίνω
213,UDPipe,προτίθεται,προτίθεμαι,VERB,μετέβη σε υπηρεσία πρώτων βοηθειών της Αιώνιας Πόλης για να εξακριβώσει αν του προκλήθηκε κάταγμα και έκανε γνωστό ότι προτίθεται να υποβάλει μήνυση κατά του ηθοποιού.,622,yes,,yes,
214,UDPipe,THC,THC,NOUN,"Όταν μιλάμε για ιατρική ή φαρμακευτική κάνναβη, εννοούμε τα προϊόντα που προέρχονται από φυτά με περιεκτικτικότητα των ανθών σε Δ9-THC μεγαλύτερη από 0,2%».",23,no,X,yes,
215,UDPipe,Σαουσρίκο,Σαουσρίκος,PROPN,Απεικονίζει τον ήρωα Σαουσρίκο με μία δάδα στο δεξί του χέρι επάνω σε ένα άλογο με φλόγες.,1,yes,,yes,
216,UDPipe,ΟΦΚΑΘ,ΟΦΚΑΘ,NOUN,"Στην επιχείρηση θα συμμετέχει και ο ΟΦΚΑΘ Εθελοντές Διασώστες, αλλά και το Silver Alert, που με drone θα ερευνούν από αέρος για να έχουν μια πλήρη εικόνα».",30,no,PROPN,yes,
217,UDPipe,«Γερμανικός,«γερμανικός,ADJ,"Εξάλλου κράτησε τον τιμητικό τίτλο «Γερμανικός» ως ένδειξη σεβασμού προς την ηρωική μορφή του αδελφού του και θεοποίησε τη γιαγιά του Λιβία, ώστε να υπογραμμίσει τη θέση της ως συζύγου του ημίθεου Αυγούστου.",2,no,"PUNCT, ADJ",no,"«, γερμανικός"
218,Stanza,εκφράστηκαν,εκφράζω,VERB,"Οι Αμερικανοί εκφράστηκαν με επιφυλακτικότητα μετά την ανακοίνωση αυτής της συμφωνίας της Παρασκευής, διατυπώνοντας τις αμφιβολίες τους για τη βούληση του Ιράν να εμπλακεί ενεργά σε μια αποκλιμάκωση.",159,yes,,yes,
219,Stanza,προσέγγιση-,προσέγγιση,NOUN,"Επίσης, σύμφωνα με τον e-ΕΦΚΑ, για κάθε ποσοστιαία μονάδα (1%) αύξησης του κατώτατου μισθού οι ασφαλιστέες αποδοχές αυξάνονται -κατά προσέγγιση- κατά 140 εκατ.",4,yes,,yes,
220,Stanza,",",",",PUNCT,"Αντίθετα αν ρωτήσεις με ποιον τρόπο μπορείς να το καταφέρεις, το μυαλό σου θα προσπαθεί να σε βοηθήσει να λύσεις το πρόβλημα αυτό.",4951143,yes,,yes,
221,UDPipe,Κ19,κ19,NOUN,"Αποκτήθηκε από την Κ19 της ΠΑΕ Βόλος και αγωνίζεται με την ίδια ευχέρεια στην αριστερή πλευρά της μεσοεπιθετικής γραμμής, αλλά και ως εσωτερικός χαφ.",478,yes,,yes,
222,UDPipe,εσπρέσο,εσπρέσο,NOUN,Το μόνο που έχετε να κάνετε είναι να επιλέξετε χαρμάνια σε κόκκους ή αλεσμένο καφέ και φτιάχνετε ένα κανονικό εσπρέσο ή decaf με σχεδόν επαγγελματικό αποτέλεσμα!,117,yes,,yes,
223,UDPipe,σνακ,σνακ,NOUN,Αλλά το να μην έχειν κανείς κανένα σνακ όταν πεινάει θα τον κάνει να υποκύψει πιο εύκολα σε μια ατασθαλία.,666,yes,,yes,
224,UDPipe,επαναχρησιμοποίησε,επαναχρησιμοποιώ,VERB,Ανακύκλωσε όσο το δυνατόν περισσότερο νερό και επαναχρησιμοποίησε το παλιό νερό στο σπίτι.,5,yes,,yes,
225,UDPipe,Μάνας,Μάνα,ADJ,Από τα χώματα της Μάνας Μικρασίας:,23,no,NOUN,no,μάνα
226,Stanza,Σινδόνης,Σινδόνης,PROPN,Θεωρείται το πλέον ακριβές στον κόσμο αντίγραφο της Σινδόνης.,6,yes,,no,Σινδόνη
227,UDPipe,"Μέιτζορ,","Μέιτζορ,",PROPN,"Τζον Μέιτζορ, το 1995, το βρετανικό Δημόσιο συνήψε συμφωνία με μία θυγατρική της πολυεθνικής Fujitsu για την εγκατάσταση ηλεκτρονικού συστήματος διαχείρισης των επιδομάτων.",12,no,"PROPN, PUNCT",no,"Μέιτζορ and ,"
228,Stanza,Αμβούργου,Αμβόυργος,PROPN,"Το Reuters δημοσίευσε φωτογραφίες από το αεροδρόμιο του Αμβούργου, όπου φαίνεται η ισχυρή αστυνομική που έχει περικυκλώσει τους χώρους αλλά και το αυτοκίνητο του 35χρονου που κρατάει όμηρο την κόρη του.",282,yes,,no,Αμβούργο
229,UDPipe,Φιλίπα,Φιλίπα,PROPN,"Το έκτο και το φημολογούμενο έβδομο είναι οι νόστιμοι καρποί του έρωτά του με την τρέχουσα σύζυγό του, Φιλίπα Κόαν.",15,yes,,yes,
230,UDPipe,10η,10ος,ADJ,Μετά την 10η αγωνιστική αποχώρησε λόγω οικονομικών προβλημάτων.,957,yes,,yes,
231,Stanza,γελοιοποίηση,γελοιοποίηση,NOUN,"Ο πρώην Υπουργός Εθνικής Άμυνας, Τόμας Σιεμόνιακ, είπε ότι κάποιος πρέπει να απολυθεί για την υπόθεση, καθώς δεν αντιμετωπίστηκε καλά, οδηγώντας σε γελοιοποίηση της Πολωνίας στα μέσα ενημέρωσης.",27,yes,,yes,
232,Stanza,ζωγραφίζω,ζωγραφίζω,VERB,"Έχω πολλά χόμπι, ζωγραφίζω, μαγειρεύω, κάνω κηπουρική, είμαι μαραγκός.",48,yes,,yes,
233,Stanza,επιστροφή,επιστροφή,NOUN,"Ωστόσο όπως διευκρίνισε ο Γ.Γ. Οικονομικών, όποιος είχε επιπλέον χρεώσεις και αφού αφαιρεθούν οι επιδοτήσεις από Πολιτεία και παρόχους, θα λάβει την επιστροφή.",10039,yes,,yes,
234,Stanza,Larson,Larson,X,Η Brie Larson λοιπόν άλλαξε εντυπωσιακά την εικόνα της κόβοντας τα μαλλιά της σε ένα πολύ κοντό pixie cut αλλά ταυτόχρονα αλλάζοντας και το χρώμα τους.,16,yes,,yes,
235,UDPipe,Τζό,τζός,PROPN,Τις πρόσφατες εξελίξεις μετά την Σύνοδο Κορυφής στις Βρυξέλλες και την επικοινωνία του Κυριάκου Μητσοτάκη με τον Τζό Μπάιντεν σχολιάζει σήμερα το Politico.,19,yes,,no,Τζό
236,Stanza,"""","""",PUNCT,"Το ""Music Radar"" τον έχει κατατάξει δεύτερο στην λίστα με τους ""εξήντα καλύτερους μπασίστες όλων των εποχών"" και οι αναγνώστες του περιοδικού ""Rolling Stone"" τον ψήφισαν τέταρτο στην ανάλογη λίστα.",132829,yes,,yes,
237,UDPipe,«Picasso,«picasso,X,"Οταν ο καλλιτέχνης Khaled Hourani για το έργο του «Picasso in Palestine», μία ταινία που γύρισε μαζί με τον Rashid Masharawi, κατάφερε να μεταφέρει εκεί τον πίνακα «Buste de Femme» (1943), αξίας 7,1 εκατομμυρίων δολαρίων.",1,no,"PUNCT, X",no,"«, Picasso"
238,Stanza,Ανώνυμη,ανώνυμος,ADJ,"Φέτος τον Φεβρουάριο συμπληρώθηκαν 50 χρόνια από τον Φεβρουάριο του 1974, όταν ο Μπάμπης Βωβός προχωρούσε στη σύσταση της «Μπάμπης Βωβός Διεθνής Τεχνική Ανώνυμη Εταιρεία».",122,yes,,yes,
239,UDPipe,οποίοι,οποίος,PRON,Από τα στοιχεία τα οποία έχουν δημοσιοποιηθεί μέχρι στιγμής (η ναυτιλιακή εταιρεία ακόμη δεν έχει αξιωθεί έως και τώρα να δώσει τον κατάλογο των επιβαινόντων) προκύπτει ότι υπάρχουν 11 αγνοούμενοι και οι δύο οι οποίοι εγκλωβίστηκαν στο γκαράζ!,18788,yes,,yes,
240,UDPipe,είναι,είμαι,AUX,Παράγοντες με γνώση των διεργασιών στη Φρανκφούρτη προεξοφλούν την αποφασιστικότητα με την οποία είναι διατεθειμένη να δράσει η ΕΚΤ στην περίπτωση που πυροδοτηθεί από τις ΗΠΑ ένας πόλεμος δασμών.,792638,yes,,yes,
241,UDPipe,Μακελλαριάς,Μακελλαριάς,PROPN,"Η οικογένεια του Παναγιώτη Τζένου που έφυγε σε ηλικία 46 ετών, εξέφρασε την επιθυμία αντί στεφάνων να κατατεθούν χρήματα υπέρ της αποπεράτωσης της Ιεράς Μονής Παναγίας Μακελλαριάς Καλαβρύτων.",2,yes,,no,Μακελλαριά
242,Stanza,“τουλίπας,“τουλίπας,NOUN,"Θα μπορούσε κάλλιστα η περίπτωση του Ντρέσεβιτς να συνδεθεί και με το ταξίδι του Γιάννη Σαμαρά στη χώρα της “τουλίπας”, όπου δεδομένα θα έχει δει πολλούς ποδοσφαιριστές οι οποίοι περνούν από “κόσκινο”.",3,no,"PUNCT, NOUN",no,""", τουλίπα"
243,Stanza,Χάκπο,Χάκπο,X,"Το αρνητικό είναι πως έχασε στο μεταγραφικό παζάρι έναν από τους φετινούς αστέρες της, τον μέσο Χάκπο (Λίβερπουλ).",38,no,PROPN,yes,
244,UDPipe,ανασυγκροτήσουν,ανασυγκροτώ,VERB,Όταν τα Ότομπορτς ανακαλύψουν ότι ο Κύβος βρίσκεται στην Γη θα πάνε εκεί με στόχο να τον χρησιμοποιήσουν με στόχο να ανασυγκροτήσουν τον Κύβετρον.,14,yes,,yes,
245,UDPipe,τζόγκες,τζόγκα,NOUN,Η μεγαλύτερη από αυτές τις τζόγκες -τις οποίες οι Κινέζοι αποκαλούσαν μπάο τσουάν (πλοία των θησαυρών)- πρέπει να είχε μήκος 120 μέτρα από τη πλώρη μέχρι τη πρύμνη και συνολικά χιλιάδες άνθρωποι ναυτολογήθηκαν.,1,yes,,yes,
246,UDPipe,πλατφόρμα,πλατφόρμα,NOUN,Τέθηκε σε λειτουργία η νέα ηλεκτρονική πλατφόρμα AGROCYPRUS.,8301,yes,,yes,
247,UDPipe,πρωτεργάτες,πρωτεργάτης,NOUN,Years Later» θα αποτελέσει την πρώτη ταινία μιας τριλογίας ταινιών με πρωτεργάτες τους Μπόιλ και Γκάρλαντ.,111,yes,,yes,
248,UDPipe,Σαχέλ,Σαχέλ,PROPN,Τα περισσότερα έχουν γίνει στη Δυτική Αφρική και την ευρύτερη περιοχή του Σαχέλ.,109,yes,,yes,
249,Stanza,ζωώδεις,ζωώδης,ADJ,"Μερικούς, όπως τους αριστερούς η βιολογική έκρηξη δεν τους επηρέασε και παρέμειναν στο ζωϊκό βασίλειο, εξού και οι ζωώδεις συμπεριφορές.",6,yes,,yes,
250,Stanza,!,!,PUNCT,Του την έφερα!»,92145,yes,,yes,
251,Stanza,hrvatskog,hrvatskog,X,"Το 2001, στο Φεστιβάλ συμμετείχαν για πρώτη φορά ξενόγλωσσες ταινίες, και μετονομάστηκε ξανά σε Festival hrvatskog i europskog filma.",2,yes,,yes,
252,Stanza,παστουρμάς,παστουρμός,NOUN,"Αυτή μπορεί να οφείλεται στη κατανάλωση τροφών και ποτών όπως είναι π.χ. σπαράγγια, το σκόρδο, το κάρυ, παστουρμάς κ.α.",7,yes,,no,παστουρμάς
253,Stanza,Μελετάκι,Μελετάκι,PROPN,"Νωρίτερα, πληροφοριες ανέφεραν πως και δεν έφθασε, τελικά, στον οικισμό, με την προσπάθεια ελέγχου να επικεντρώνεται της πυρκαγιάς προς Βένιζα, Γκίνη και Αγία Τριάδα, με ενέργειες διάνοιξης ζωνών, ειδικά για αποφυγή επέκτασης προς Καντήλι και Μελετάκι.",8,yes,,yes,
254,UDPipe,σκηνοθέτησε,σκηνοθετώ,VERB,"Εργάστηκε αρχικά ως βοηθός σκηνοθέτη, και αργότερα σκηνοθέτησε ο ίδιος έργα και βραβεύτηκε με το Βραβείο κοινού στο 9ο Φεστιβάλ ντοκιμαντέρ Θεσσαλονίκης το 2007.",674,yes,,yes,
255,UDPipe,Δάφνης,Δάφνη,PROPN,Κοντά στην έξοδο των Τεμπών βρίσκεται μια πηγή γνωστή από την αρχαιότητα ως «Πηγή της Δάφνης».,188,yes,,yes,
256,UDPipe,Βασιλεύουσας,βασιλεύων,PROPN,Ακολουθήστε τον άνεμο του χρόνου που θα σας ταξιδεύσει πάνω απ’ τα φουσκωμένα με ιστορία νερά του Βοσπόρου ως τις ελληνικές συνοικίες της Βασιλεύουσας.,15,yes,,no,Βασιλεύουσα
257,Stanza,οχυρώσεις,οχύρωση,NOUN,"Οι οχυρώσεις του αποτελούνται από τέσσερις ομάδες στοών (Χελώνες) σε όλη την έκταση του λόφου, με υπόγειες στοές που ξεπερνούν τα 950 μέτρα συνολικά.",286,yes,,yes,
258,Stanza,1861,1861,NOUN,"Ο Γεώργιος ο πλούσιος, γερμ.",248,no,NUM,yes,
259,Stanza,διπλωμάτη-τσιφλικά,διπλωμάτη-τσιφλικά,NOUN,"Για παράδειγμα, η σύζυγος του διπλωμάτη-τσιφλικά, η Ταρσίτσα, είναι μια γυναίκα ταπεινής καταγωγής, κάτι που δεν ίσχυε για την πραγματική κυρία Κοντού.",1,yes,,no,"διπλωμάτης, τσιφλικάς"
260,UDPipe,.,.,PUNCT,Ο Ορμπελίν Πινέδα δήλωσε ενθουσιασμένος με τη μεταγραφή του στην ΑΕΚ και τα όσα καταφέρει με τη φανέλα της Ένωσης.,4976953,yes,,yes,
261,UDPipe,θεσσαλικού,θεσσαλικός,ADJ,Τη δεύτερη φορά που αναφέρθηκε στην «ευθύνη» ήταν περισσότερο για κριτική και αυτοκριτική στο θλιβερό φόντο του θεσσαλικού κάμπου.,51,yes,,yes,
262,Stanza,κάδο,κάδος,NOUN,"Και τότε, ένας απ΄αυτούς, αν τον κοιτούσες στα μάτια ή έλεγες οτιδήποτε, απλώς ούρλιαζε, γρύλλιζε και γάβγιζε φεύγοντας τρέχοντας και κλωτσώντας στο διάβα του ένα κάδο σκουπιδιών, με το παντελόνι του να κουλουριάζεται γύρω από τους αστραγάλους του.",511,yes,,yes,
263,UDPipe,παράξενης,παράξενος,ADJ,"Κατά τη διάρκεια αυτής της παράξενης αλληλεπίδρασης, ο Chris Pine – ο οποίος χειροκροτεί καθώς ο Styles παίρνει τη θέση που του έχει ανατεθεί δίπλα του – φαίνεται να σταματάει, να κοιτάζει το πόδι του και να βγάζει τη γλώσσα του με δυσπιστία.",17,yes,,yes,
264,UDPipe,επιλέξιμοι,επιλέξιμος,ADJ,"Πρώτον, προκειμένου να διευρυνθεί η περίμετρος των δικαιούχων, επιλέξιμοι δεν θα είναι μόνο οι πολίτες που πληρούσαν τα εισοδηματικά κριτήρια το 2023, αλλά και όσοι τα ικανοποιούσαν μεσοσταθμικά σε βάθος τριετίας.",69,yes,,yes,
265,Stanza,ανατριχιάσει,ανατριχιάζω,VERB,"Παραδέχτηκε, ωστόσο, ότι είχαν εξοργιστεί με την κομμώτρια, η οποία «τον κοίταξε με ένα βλέμμα που τον έκανε να ανατριχιάσει».",11,yes,,yes,
266,Stanza,Ηλιος,ηλιος,ADJ,"Ηλιος, θάλασσα, εξοχή, χαμηλό κόστος ζωής, γαστρονομία, πολιτική σταθερότητα, υγειονομική κάλυψη, δίκτυα μεταφορών, όλα αυτά είναι σπουδαία συγκριτικά πλεονεκτήματα.",38,no,NOUN,no,ήλιος
267,Stanza,αντίκτυπος,αντίκτυπος,NOUN,"Αυτή τη στιγμή έχουν επισημανθεί μόνο τέσσερις γνωστές γονιδιακές ακολουθίες αυτής της παραλλαγής, ενώ δεν είναι γνωστός ο επιδημιολογικός τους αντίκτυπος, εξηγεί ο ΠΟΥ.",542,yes,,yes,
268,Stanza,έθιμο,έθιμο,NOUN,"Όλα ενταγμένα σε ένα έθιμο αναλλοίωτο στο χρόνο, μιας και έχει ρίζες στην εποχή της απελευθέρωσης των ορεινών χωριών, όταν οι τσοπάνηδες βρέθηκαν στον κάμπο.",925,yes,,yes,
269,UDPipe,Tip,tip,NOUN,Tip:,34,no,X,yes,
270,UDPipe,Δυτικότερα,δυτικά,ADV,"Δυτικότερα, πυρκαγιές κατέκαψαν περίπου 900 στρέμματα βλάστησης χθες.",10,yes,,yes,
271,UDPipe,σου,εγώ,PRON,"Πάει πιο αργά από τα υπόλοιπα καράβια και σου δίνει χρόνο να απολαύσεις το τοπίο, να βγάλεις φωτογραφίες και να κάνεις βουτιές σε απίστευτα νερά.",54180,yes,,yes,
272,Stanza,Διχάζουν,διχάζω,VERB,Διχάζουν και τους αστυνομικούς οι εικόνες της Νέας Σμύρνης:,6,yes,,yes,
273,Stanza,Σιαοπίνγκ,Σιαοπίνγκ,PROPN,"Διάφοροι μελετητές αμφισβητούν την παρουσία των Τσεν Γιουν, Λίου Σαόκι, Γουάνγκ Ζιατσάνγκ, Χε Κεκουάν, Νενγκ Φα, Νίε Ρόνγκτσεν και Τενγκ Σιαοπίνγκ.",6,yes,,yes,
274,UDPipe,μετώπου,μέτωπο,NOUN,Το ιστορικό συνέδριο του “Επινέ” και η δημιουργία μετώπου απέναντι στην τότε ισχυρή Δεξιά»»,897,yes,,yes,
275,Stanza,εκτελέσεις,εκτέλεση,NOUN,"Την ώρα που η ένοπλη ταξική σύγκρουση φούντωνε, το αστικό κράτος προσπαθούσε και με τις εκτελέσεις να κάμψει το φρόνημα, να λυγίσει την ψυχή όλων εκείνων που υπερασπίστηκαν έως το τέλος το δίκιο του λαού.",791,yes,,yes,
276,UDPipe,Ιούλιο,Ιούλιος,PROPN,Η ανέλιξή του στην πρωθυπουργία έγινε μετά τη νίκη του στις εκλογές που διεξήχθησαν τον Ιούλιο του 2002.,6597,yes,,yes,
277,UDPipe,έγκλειστου,έγκλειστο,ADJ,Ρύθμιση για να αποκλειστεί από τις εκλογές το κόμμα του νεοναζί έγκλειστου Ηλία Κασιδιάρη προαναγγέλλει σε συνέντευξή του στο «Πρώτο Θέμα» ο Κυριάκος Μητσοτάκης.,16,yes,,no,έγκλειστος
278,UDPipe,βενζοδιαζεπινών,βενζοδιαζεπινός,ADJ,"Ωστόσο, η τοξικότητα των βενζοδιαζεπινών αυξάνεται όταν συνδυάζονται με άλλα κατασταλτικά του ΚΝΣ όπως το αλκοόλ, τα οπιοειδή ή τα τρικυκλικά αντικαταθλιπτικά.",19,yes,,no,βενζοδιαζεπίνη
279,UDPipe,στα,ο,DET,"Αφού ανάρρωσε, κατατάχθηκε στις Διεθνείς Ταξιαρχίες, τη δράση των οποίων αποτύπωσαν στα έργα τους σημαντικοί συγγραφείς και σκηνοθέτες όπως ο Έρνεστ Χέμινγουεϊ, ο Τζον Ντος Πάσος, ο Τζορτζ Όργουελ και ο Αντρέ Μαλρό.",279251,yes,,yes,
280,Stanza,Woods,Woods,X,"Ήταν ένα παιχνίδι περιπέτειας με κείμενο, φτιαγμένο από τους William Crowther και Don Woods.",47,yes,,yes,
281,UDPipe,Γκονζάλεθ,Γκονζάλεθς,X,Στην πρώτη τους τελική στο ματς οι γηπεδούχοι σκόραραν με το απίστευτο σουτ του Μπόρχα Γκονζάλεθ από τα δεξιά της περιοχής.,39,no,PROPN,no,Γκονζάλεθ
282,Stanza,16.00΄,16.00΄,NUM,"Μ.Αλεξάνδρου, κατά το χρονικό διάστημα από ώρα 16.00΄ της 27-10-2023",6,no,"NUM, PUNCT",no,16.00 and '
283,Stanza,αντιαμερικανική,αντιαμερικανικός,ADJ,"Όλα μπορούν να τα αντέξουν οι Αμερικανοί εκτός από περιορισμούς τέτοιου είδους: αν και η ατομική ελευθερία στις ΗΠΑ είναι περισσότερο αυταπάτη παρά συνταγματική πραγματικότητα, η πίεση της πολιτικής ορθότητας βιώνεται ως απαράδεκτα αντιαμερικανική.",5,yes,,yes,
284,Stanza,Χένμαν,Χένμαν,X,Ο Χένμαν υπήρξε κάποτε η μεγάλη ελπίδα των Αγγλων να δουν ένα παιδί τους να κερδίζει στο Γουίμπλεντον.,1,yes,,yes,
285,Stanza,Συνεργασίας,συνεργασία,NOUN,Στην Αθήνα το Ανώτατο Συμβούλιο Συνεργασίας Ελλάδας και Τουρκίας-,781,yes,,yes,
286,UDPipe,δικαιώσω»,δικαιώσω»,VERB,Το μόνο που θέλω πλέον και θα προσπαθήσω γι' αυτό είναι να τον δικαιώσω».,1,no,"VERB, PUNCT",no,"δικαιώνω, »"
287,Stanza,28.10.2022,28.10.2022,NUM,"Συγκλονίζει ο θάνατος 27χρονης κοπέλας μετά την παράσυρσή της από αυτοκίνητο που οδηγούσε 69χρονος στην περιοχή της Θέρμης, στη σημειώθηκε το πρωί της περασμένης Παρασκευής (28.10.2022) στο δρόμο από Χαριλάου προς Θέρμη, λίγο μετά τις 09:30.",4,yes,,yes,
288,UDPipe,πληροφορούμαι,πληροφορούμαι,VERB,"Γι΄ αυτό, άλλωστε, ο έγκλειστος ευρωβουλευτής είχε φροντίσει εγκαίρως να εξασφαλιστούν τα αεροπορικά εισιτήρια από Τίρανα προς Φρανκφούρτη – με το πρόγραμμα να περιλαμβάνει, όπως πληροφορούμαι, κι έναν ενδιάμεσο σταθμό το μεσημέρι της Δευτέρας στην Αθήνα.",30,yes,,yes,
289,Stanza,γεωργιανό,γεωργιανός,ADJ,Το γεωργιανό σύστημα αρίθμησης ( ) είναι ένα σύστημα που αντιπροσωπεύει τους αριθμούς χρησιμοποιώντας γράμματα του Γεωργιανού αλφαβήτου.,29,yes,,yes,
290,UDPipe,δραματικός,δραματικός,ADJ,"Η εξέταση αυτή ήταν σωτήρια – δεν αστειεύομαι και δεν γίνομαι δραματικός», αποκάλυψε ο γιατρός στον ηθοποιό καθώς έδειχνε τις εικόνες από την διαδικασία.",47,yes,,yes,
291,Stanza,μερικώς,μερικώς,ADV,"Ως αποτέλεσμα εκδόθηκε, μερικώς, από τον ίδιο ο Γλωσσολογικός Άτλαντας της Καταλονίας.",981,yes,,yes,
292,Stanza,Τούχελ,Τούχελ,X,"Τελικά, τη λύση στο σκοράρισμα έδωσε όπως και στον ημιτελικό ο Λουκάκου για την ομάδα του Τούχελ, καθώς ο Βέλγος στο 55’ σηκώθηκε ψηλότερα απ’ όλους μετά τη σέντρα του Χάντσον – Οντόι και έγραψε το 1-0 με κεφαλιά.",434,yes,,yes,
293,UDPipe,patches,patches,X,Φτιάχνουμε eye patches με χυμό από αγγούρι στο σπίτι για να πεις αντίο στους μαύρους κύκλους!,17,yes,,yes,
294,UDPipe,διευρυμένες,διευρυμένος,VERB,"Στην ατζέντα υπάρχουν και διευρυμένες συνομιλίες ανάμεσα στις αντιπροσωπείες των δυο χωρών και μετά δηλώσεις των δυο ηγετών, ενώ το πρόγραμμα θα κλείσει με το επίσημο δείπνο.",153,yes,,yes,
295,UDPipe,βιβλιοθηκονόμων,βιβλιοθηκονόμος,NOUN,"Μέσα από το σύνολο των δραστηριοτήτων της, η NYLA επιδιώκει να συμβάλλει στην προώθηση του έργου των βιβλιοθηκών και των βιβλιοθηκονόμων της Νέας Υόρκης.",13,yes,,yes,
296,Stanza,Λεοπόλδος,λεοπόλδος,NOUN,Ο Λεοπόλδος πέθανε μόλις οκτώ μήνες αργότερα.,126,no,PROPN,no,Λεοπόλδος
297,UDPipe,Queens,Queens,X,"Ο Ramone πέθανε στο σπίτι του στο Ridgewood, Queens, Νέα Υόρκη στις 11 Ιουλίου 2014, ηλικίας 65",47,yes,,yes,
298,UDPipe,στο,το,DET,"Παρά τον ασυνήθιστα δροσερό καιρό για την εποχή, το μοντέλο ήταν αρκετά αποκαλυπτικό με ένα μακρυμάνικο μαύρο μίνι φόρεμα με κοψίματα και ένα διάφανο κομμάτι υφάσματος στο σημείο της κοιλιάς.",878070,no,ADP,no,"σ, το"
299,UDPipe,Γλίτωσαν,γλίιώνω,VERB,"Γλίτωσαν τρεις δήμαρχοι της Φθιώτιδας που επέβαιναν σε αυτοκίνητο το οποίο πήρε λίγο μετά τους Σοφάδες Καρδίτσας, το απόγευμα της Παρασκευής.",15,yes,,no,γλιτώνω
300,UDPipe,Παπασταθόπουλος,Παπασταθόπουλος,PROPN,Παπασταθόπουλος: «Αυτό που είδαμε με τη Μακάμπι δεν ήταν Ολυμπιακός» Παπασταθόπουλος για το Παναιτωλικός – Ολυμπιακός: «Τρεις – τέσσερις φάσεις ήταν πέναλτι» Παπασταθόπουλος: «Με το μαχαίρι στα δόντια πάμε να κερδίσουμε τον Παναθηναϊκό» Παπασταθόπουλος: “Να μην μας ξεγράψει κανείς”!,191,yes,,yes,
